[18:40:58 WRN] Failed to determine the https port for redirect.
[18:53:16 INF] HTTP GET /api/v1/patients responded 200 in 1.8155 ms
[18:53:16 INF] HTTP GET /api/v1/doctors responded 200 in 6.1003 ms
[18:53:16 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 6.7034 ms
[18:53:16 INF] HTTP GET /api/v1/beds responded 200 in 1.4023 ms
[18:53:16 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 1.1956 ms
[18:53:16 INF] HTTP GET /api/v1/patients responded 200 in 1.4338 ms
[18:53:16 INF] HTTP GET /api/v1/doctors responded 200 in 1.5747 ms
[18:53:16 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 1.1130 ms
[18:53:16 INF] HTTP GET /api/v1/beds responded 200 in 1.1824 ms
[18:53:16 INF] HTTP GET /api/v1/doctors responded 200 in 1.0051 ms
[18:53:16 INF] HTTP GET /api/v1/patients responded 200 in 1.2866 ms
[18:53:16 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 1.3012 ms
[18:53:16 INF] HTTP GET /api/v1/beds responded 200 in 1.1438 ms
[18:53:16 INF] HTTP GET /api/v1/patients responded 200 in 1.0629 ms
[18:53:16 INF] HTTP GET /api/v1/doctors responded 200 in 1.0904 ms
[18:53:24 INF] HTTP GET /api/v1/notifications/my responded 200 in 0.9066 ms
[18:53:44 INF] HTTP GET /api/v1/notifications/my responded 200 in 15.0582 ms
[18:53:51 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 15.1647 ms
[18:53:51 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 1.1212 ms
[18:53:51 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 2.1325 ms
[18:53:51 INF] HTTP GET /api/v1/ipdadmissions/active responded 200 in 1.6546 ms
[18:53:52 INF] HTTP GET /api/v1/laboratory/orders/pending responded 200 in 35.4455 ms
[18:53:52 INF] HTTP GET /api/v1/laboratory/orders/pending responded 200 in 1.6380 ms
[18:53:52 INF] HTTP GET /api/v1/laboratory/orders/pending responded 200 in 1.5296 ms
[18:53:52 INF] HTTP GET /api/v1/laboratory/orders/pending responded 200 in 0.9911 ms
[18:54:05 INF] HTTP GET /api/v1/notifications/my responded 200 in 1.0163 ms
[18:54:25 INF] HTTP GET /api/v1/notifications/my responded 200 in 1.3707 ms
